"","Pasos","Dimension","Valor M","Tiempo"
"V912","500","3",61,0.0111899375915527
"V102","500","3",49,0.0102100372314453
"V113","500","3",35,0.0130851268768311
"V122","500","3",37,0.014178991317749
"V132","500","3",34,0.013620138168335
"V142","500","3",36,0.0147809982299805
"V152","500","3",35,0.0110268592834473
"V162","500","3",31,0.0124950408935547
"V172","500","3",42,0.0104928016662598
"V182","500","3",33,0.0124738216400146
"V192","500","3",28,0.0120029449462891
"V202","500","3",41,0.0108330249786377
"V213","500","3",33,0.00959396362304688
"V222","500","3",53,0.0107920169830322
"V232","500","3",45,0.0118849277496338
"V242","500","3",24,0.0114929676055908
"V252","500","3",41,0.0150840282440186
"V262","500","3",30,0.0171818733215332
"V272","500","3",62,0.0100381374359131
"V282","500","3",33,0.0141580104827881
"V292","500","3",50,0.0119378566741943
"V302","500","3",25,0.0107660293579102
"V313","500","3",30,0.0137341022491455
"V322","500","3",30,0.0115089416503906
"V332","500","3",55,0.0099799633026123
"V342","500","3",52,0.0123751163482666
"V352","500","3",32,0.0122339725494385
"V362","500","3",50,0.00884604454040527
"V372","500","3",31,0.0159540176391602
"V382","500","3",31,0.0145981311798096
"V392","500","3",31,0.0122718811035156
"V402","500","3",27,0.0143020153045654
"V413","500","3",46,0.0136508941650391
"V422","500","3",29,0.0137591361999512
"V432","500","3",33,0.0121328830718994
"V442","500","3",46,0.0113358497619629
"V452","500","3",57,0.0135350227355957
"V462","500","3",27,0.0124251842498779
"V472","500","3",35,0.011430025100708
"V482","500","3",31,0.0106198787689209
"V492","500","3",67,0.0129241943359375
"V502","500","3",38,0.0131258964538574
"V513","500","3",29,0.0113849639892578
"V522","500","3",32,0.0113389492034912
"V532","500","3",26,0.0101089477539062
"V542","500","3",58,0.012847900390625
"V552","500","3",47,0.0114090442657471
"V562","500","3",60,0.0080718994140625
"V572","500","3",53,0.0107741355895996
"V582","500","3",46,0.00809597969055176
"V592","500","3",22,0.0132029056549072
"V602","500","3",21,0.0100059509277344
"V613","500","3",28,0.00970196723937988
"V622","500","3",32,0.00886917114257812
"V632","500","3",52,0.0125100612640381
"V642","500","3",40,0.0108749866485596
"V652","500","3",47,0.0100681781768799
"V662","500","3",66,0.0122470855712891
"V672","500","3",24,0.0109250545501709
"V682","500","3",38,0.0130171775817871
"V692","500","3",20,0.0167160034179688
"V702","500","3",29,0.0098719596862793
"V713","500","3",38,0.0110480785369873
"V722","500","3",38,0.0139989852905273
"V732","500","3",41,0.0120620727539062
"V742","500","3",47,0.0132699012756348
"V752","500","3",56,0.011390209197998
"V762","500","3",47,0.0165469646453857
"V772","500","3",23,0.0123410224914551
"V782","500","3",30,0.0144641399383545
"V792","500","3",32,0.00983691215515137
"V802","500","3",60,0.00905799865722656
"V813","500","3",19,0.0106270313262939
"V822","500","3",41,0.0111708641052246
"V832","500","3",45,0.0138049125671387
"V842","500","3",34,0.0125899314880371
"V852","500","3",39,0.0101819038391113
"V862","500","3",34,0.0147209167480469
"V872","500","3",47,0.0110530853271484
"V882","500","3",45,0.0166609287261963
"V892","500","3",38,0.0133659839630127
"V902","500","3",43,0.0149121284484863
"V913","500","3",44,0.0137228965759277
"V922","500","3",27,0.00756597518920898
"V932","500","3",47,0.0134689807891846
"V942","500","3",31,0.012984037399292
"V952","500","3",44,0.0113639831542969
"V962","500","3",57,0.0152008533477783
"V972","500","3",35,0.0122478008270264
"V982","500","3",26,0.012282133102417
"V992","500","3",25,0.0102150440216064
"V1002","500","3",34,0.00877618789672852
"V114","500","4",46,0.014639139175415
"V214","500","4",29,0.0106890201568604
"V314","500","4",33,0.0146720409393311
"V414","500","4",33,0.0119199752807617
"V514","500","4",52,0.0111570358276367
"V614","500","4",55,0.00936484336853027
"V714","500","4",66,0.00935697555541992
"V814","500","4",34,0.0136620998382568
"V914","500","4",43,0.0139551162719727
"V103","500","4",40,0.0118370056152344
"V115","500","4",38,0.0102598667144775
"V123","500","4",47,0.0135560035705566
"V133","500","4",44,0.0150599479675293
"V143","500","4",33,0.00966095924377441
"V153","500","4",42,0.00926089286804199
"V163","500","4",80,0.0112159252166748
"V173","500","4",24,0.0149779319763184
"V183","500","4",60,0.0131750106811523
"V193","500","4",43,0.0131750106811523
"V203","500","4",54,0.0171809196472168
"V215","500","4",40,0.0107429027557373
"V223","500","4",30,0.0138928890228271
"V233","500","4",29,0.0104930400848389
"V243","500","4",42,0.0135781764984131
"V253","500","4",59,0.0112841129302979
"V263","500","4",45,0.0121819972991943
"V273","500","4",45,0.0188899040222168
"V283","500","4",53,0.012321949005127
"V293","500","4",57,0.015261173248291
"V303","500","4",52,0.0125808715820312
"V315","500","4",41,0.0103299617767334
"V323","500","4",35,0.010695219039917
"V333","500","4",48,0.00881505012512207
"V343","500","4",47,0.0119559764862061
"V353","500","4",47,0.0115318298339844
"V363","500","4",54,0.00853204727172852
"V373","500","4",31,0.00999712944030762
"V383","500","4",43,0.0135259628295898
"V393","500","4",38,0.0140070915222168
"V403","500","4",31,0.019434928894043
"V415","500","4",43,0.0131769180297852
"V423","500","4",35,0.012037992477417
"V433","500","4",31,0.0115439891815186
"V443","500","4",29,0.0110430717468262
"V453","500","4",49,0.0125930309295654
"V463","500","4",49,0.00880098342895508
"V473","500","4",44,0.0130839347839355
"V483","500","4",43,0.011693000793457
"V493","500","4",32,0.0116918087005615
"V503","500","4",56,0.0132791996002197
"V515","500","4",44,0.0141069889068604
"V523","500","4",50,0.0185000896453857
"V533","500","4",28,0.0126361846923828
"V543","500","4",39,0.0135650634765625
"V553","500","4",42,0.0132958889007568
"V563","500","4",40,0.0110039710998535
"V573","500","4",34,0.0142698287963867
"V583","500","4",50,0.0128750801086426
"V593","500","4",40,0.0161700248718262
"V603","500","4",39,0.0146729946136475
"V615","500","4",40,0.0128278732299805
"V623","500","4",32,0.013340950012207
"V633","500","4",35,0.0127670764923096
"V643","500","4",40,0.0124938488006592
"V653","500","4",23,0.0101840496063232
"V663","500","4",45,0.0121798515319824
"V673","500","4",49,0.00935792922973633
"V683","500","4",46,0.00928902626037598
"V693","500","4",39,0.0120010375976562
"V703","500","4",39,0.014721155166626
"V715","500","4",76,0.00972795486450195
"V723","500","4",61,0.0139448642730713
"V733","500","4",40,0.00969719886779785
"V743","500","4",30,0.0128509998321533
"V753","500","4",67,0.01015305519104
"V763","500","4",28,0.00830507278442383
"V773","500","4",57,0.0106039047241211
"V783","500","4",41,0.0133790969848633
"V793","500","4",57,0.0123538970947266
"V803","500","4",36,0.0135140419006348
"V815","500","4",45,0.0127902030944824
"V823","500","4",35,0.0134618282318115
"V833","500","4",39,0.0115010738372803
"V843","500","4",30,0.0115358829498291
"V853","500","4",61,0.0151829719543457
"V863","500","4",33,0.0141408443450928
"V873","500","4",61,0.0161678791046143
"V883","500","4",42,0.0107979774475098
"V893","500","4",85,0.0114591121673584
"V903","500","4",34,0.0134401321411133
"V915","500","4",42,0.014171838760376
"V923","500","4",41,0.0123789310455322
"V933","500","4",27,0.00989699363708496
"V943","500","4",29,0.0136458873748779
"V953","500","4",40,0.0112957954406738
"V963","500","4",60,0.0100500583648682
"V973","500","4",49,0.013247013092041
"V983","500","4",44,0.00906085968017578
"V993","500","4",34,0.00974297523498535
"V1003","500","4",34,0.0100300312042236
"V116","500","5",57,0.0095670223236084
"V216","500","5",58,0.0113151073455811
"V316","500","5",61,0.00959110260009766
"V416","500","5",48,0.0127289295196533
"V516","500","5",32,0.0100889205932617
"V616","500","5",47,0.0131368637084961
"V716","500","5",50,0.0101969242095947
"V816","500","5",39,0.0144519805908203
"V916","500","5",19,0.0154430866241455
"V104","500","5",39,0.0130970478057861
"V117","500","5",39,0.0149779319763184
"V124","500","5",58,0.0109419822692871
"V134","500","5",61,0.0125291347503662
"V144","500","5",44,0.0111019611358643
"V154","500","5",43,0.0133280754089355
"V164","500","5",74,0.0132138729095459
"V174","500","5",43,0.0103769302368164
"V184","500","5",40,0.0144889354705811
"V194","500","5",50,0.0132460594177246
"V204","500","5",35,0.012253999710083
"V217","500","5",48,0.0136759281158447
"V224","500","5",48,0.0101478099822998
"V234","500","5",43,0.0139889717102051
"V244","500","5",45,0.0109210014343262
"V254","500","5",28,0.0100710391998291
"V264","500","5",46,0.0129740238189697
"V274","500","5",50,0.00945711135864258
"V284","500","5",49,0.0169041156768799
"V294","500","5",43,0.0145678520202637
"V304","500","5",57,0.015934944152832
"V317","500","5",47,0.0151331424713135
"V324","500","5",39,0.00799202919006348
"V334","500","5",38,0.0097501277923584
"V344","500","5",57,0.0117759704589844
"V354","500","5",49,0.0130870342254639
"V364","500","5",52,0.0111470222473145
"V374","500","5",66,0.014409065246582
"V384","500","5",66,0.0118808746337891
"V394","500","5",43,0.0134460926055908
"V404","500","5",60,0.0156140327453613
"V417","500","5",62,0.0137240886688232
"V424","500","5",66,0.0134742259979248
"V434","500","5",56,0.0116510391235352
"V444","500","5",27,0.0134720802307129
"V454","500","5",33,0.0137031078338623
"V464","500","5",43,0.012998104095459
"V474","500","5",43,0.0162811279296875
"V484","500","5",49,0.0131399631500244
"V494","500","5",69,0.0139729976654053
"V504","500","5",48,0.0143671035766602
"V517","500","5",33,0.0130720138549805
"V524","500","5",49,0.0145959854125977
"V534","500","5",47,0.0134460926055908
"V544","500","5",35,0.010045051574707
"V554","500","5",50,0.0139539241790771
"V564","500","5",52,0.0124518871307373
"V574","500","5",40,0.0144131183624268
"V584","500","5",32,0.012631893157959
"V594","500","5",60,0.013139009475708
"V604","500","5",48,0.0141539573669434
"V617","500","5",54,0.0139448642730713
"V624","500","5",61,0.0102739334106445
"V634","500","5",21,0.00923681259155273
"V644","500","5",66,0.00898504257202148
"V654","500","5",56,0.00876092910766602
"V664","500","5",43,0.0115079879760742
"V674","500","5",89,0.00846099853515625
"V684","500","5",52,0.0173490047454834
"V694","500","5",33,0.0156099796295166
"V704","500","5",41,0.0105900764465332
"V717","500","5",32,0.0129868984222412
"V724","500","5",44,0.0119681358337402
"V734","500","5",58,0.0108838081359863
"V744","500","5",49,0.0123610496520996
"V754","500","5",33,0.00884008407592773
"V764","500","5",37,0.012969970703125
"V774","500","5",42,0.00868391990661621
"V784","500","5",54,0.0132319927215576
"V794","500","5",48,0.0106241703033447
"V804","500","5",49,0.0119650363922119
"V817","500","5",70,0.0122649669647217
"V824","500","5",71,0.0081641674041748
"V834","500","5",56,0.014915943145752
"V844","500","5",36,0.0110011100769043
"V854","500","5",26,0.0117189884185791
"V864","500","5",52,0.0105741024017334
"V874","500","5",59,0.00927400588989258
"V884","500","5",37,0.00951790809631348
"V894","500","5",65,0.010429859161377
"V904","500","5",43,0.0135478973388672
"V917","500","5",30,0.0135340690612793
"V924","500","5",48,0.010469913482666
"V934","500","5",65,0.013897180557251
"V944","500","5",41,0.00917196273803711
"V954","500","5",38,0.0104808807373047
"V964","500","5",38,0.00983190536499023
"V974","500","5",62,0.0130069255828857
"V984","500","5",49,0.00997495651245117
"V994","500","5",31,0.01003098487854
"V1004","500","5",51,0.0136978626251221
"V118","500","6",62,0.011681079864502
"V218","500","6",58,0.0113749504089355
"V318","500","6",37,0.0149300098419189
"V418","500","6",47,0.0125749111175537
"V518","500","6",56,0.0101690292358398
"V618","500","6",45,0.0103771686553955
"V718","500","6",37,0.0120968818664551
"V818","500","6",50,0.0145659446716309
"V918","500","6",54,0.00881004333496094
"V105","500","6",51,0.0134150981903076
"V119","500","6",31,0.0123429298400879
"V125","500","6",91,0.0118529796600342
"V135","500","6",31,0.0104439258575439
"V145","500","6",51,0.00862002372741699
"V155","500","6",47,0.0102510452270508
"V165","500","6",39,0.0138571262359619
"V175","500","6",25,0.0108540058135986
"V185","500","6",43,0.0132308006286621
"V195","500","6",48,0.00915288925170898
"V205","500","6",48,0.0138759613037109
"V219","500","6",39,0.0141658782958984
"V225","500","6",36,0.00828003883361816
"V235","500","6",45,0.00940799713134766
"V245","500","6",50,0.0117921829223633
"V255","500","6",70,0.0155661106109619
"V265","500","6",56,0.0127320289611816
"V275","500","6",54,0.0122959613800049
"V285","500","6",42,0.0107660293579102
"V295","500","6",81,0.0120890140533447
"V305","500","6",47,0.0171060562133789
"V319","500","6",39,0.0146231651306152
"V325","500","6",58,0.0123457908630371
"V335","500","6",38,0.00943708419799805
"V345","500","6",64,0.0151791572570801
"V355","500","6",42,0.0135040283203125
"V365","500","6",50,0.014132022857666
"V375","500","6",78,0.0108349323272705
"V385","500","6",51,0.0136809349060059
"V395","500","6",52,0.0118918418884277
"V405","500","6",37,0.0118598937988281
"V419","500","6",34,0.0122079849243164
"V425","500","6",47,0.0111260414123535
"V435","500","6",37,0.0143630504608154
"V445","500","6",49,0.0114390850067139
"V455","500","6",45,0.0148031711578369
"V465","500","6",64,0.0151889324188232
"V475","500","6",55,0.0126979351043701
"V485","500","6",70,0.012563943862915
"V495","500","6",46,0.0129480361938477
"V505","500","6",66,0.013437032699585
"V519","500","6",94,0.013822078704834
"V525","500","6",59,0.011436939239502
"V535","500","6",35,0.0148689746856689
"V545","500","6",30,0.0139131546020508
"V555","500","6",33,0.0113701820373535
"V565","500","6",59,0.00930094718933105
"V575","500","6",66,0.0117449760437012
"V585","500","6",51,0.0125870704650879
"V595","500","6",63,0.0111880302429199
"V605","500","6",57,0.0143270492553711
"V619","500","6",70,0.0151247978210449
"V625","500","6",37,0.0115358829498291
"V635","500","6",51,0.0104680061340332
"V645","500","6",33,0.00907588005065918
"V655","500","6",28,0.00817084312438965
"V665","500","6",41,0.0083470344543457
"V675","500","6",38,0.00801706314086914
"V685","500","6",65,0.0129930973052979
"V695","500","6",55,0.00809407234191895
"V705","500","6",55,0.0122940540313721
"V719","500","6",54,0.00961494445800781
"V725","500","6",47,0.0134320259094238
"V735","500","6",50,0.014772891998291
"V745","500","6",48,0.0142967700958252
"V755","500","6",57,0.0097200870513916
"V765","500","6",79,0.0123059749603271
"V775","500","6",54,0.0119149684906006
"V785","500","6",45,0.0111918449401855
"V795","500","6",44,0.0115628242492676
"V805","500","6",43,0.0118598937988281
"V819","500","6",63,0.0103330612182617
"V825","500","6",44,0.0129790306091309
"V835","500","6",60,0.0114238262176514
"V845","500","6",31,0.0118379592895508
"V855","500","6",36,0.0109169483184814
"V865","500","6",63,0.0118558406829834
"V875","500","6",36,0.0154500007629395
"V885","500","6",72,0.0113530158996582
"V895","500","6",39,0.0127148628234863
"V905","500","6",66,0.00929784774780273
"V919","500","6",63,0.00851821899414062
"V925","500","6",58,0.0108530521392822
"V935","500","6",36,0.0131411552429199
"V945","500","6",53,0.0110578536987305
"V955","500","6",48,0.0143740177154541
"V965","500","6",39,0.0103440284729004
"V975","500","6",34,0.0149550437927246
"V985","500","6",55,0.00938510894775391
"V995","500","6",32,0.00771188735961914
"V1005","500","6",58,0.0131521224975586
"V120","500","7",42,0.0117900371551514
"V220","500","7",36,0.0155141353607178
"V320","500","7",56,0.0100750923156738
"V420","500","7",44,0.00750517845153809
"V520","500","7",40,0.0129439830780029
"V620","500","7",68,0.0128028392791748
"V720","500","7",44,0.0148627758026123
"V820","500","7",37,0.0150878429412842
"V920","500","7",36,0.0111219882965088
"V106","500","7",41,0.0130269527435303
"V1110","500","7",50,0.00935792922973633
"V126","500","7",44,0.0119819641113281
"V136","500","7",62,0.0099339485168457
"V146","500","7",57,0.0114061832427979
"V156","500","7",79,0.0373721122741699
"V166","500","7",39,0.0130820274353027
"V176","500","7",72,0.0162091255187988
"V186","500","7",54,0.0142238140106201
"V196","500","7",48,0.0143041610717773
"V206","500","7",42,0.0161941051483154
"V2110","500","7",56,0.0149650573730469
"V226","500","7",81,0.016808032989502
"V236","500","7",49,0.0156738758087158
"V246","500","7",46,0.0152029991149902
"V256","500","7",49,0.0164980888366699
"V266","500","7",83,0.0148189067840576
"V276","500","7",39,0.0165879726409912
"V286","500","7",36,0.0139820575714111
"V296","500","7",61,0.0156810283660889
"V306","500","7",55,0.0172100067138672
"V3110","500","7",46,0.0139310359954834
"V326","500","7",47,0.0128610134124756
"V336","500","7",49,0.0120441913604736
"V346","500","7",84,0.0124750137329102
"V356","500","7",53,0.0161330699920654
"V366","500","7",87,0.0124719142913818
"V376","500","7",34,0.0133190155029297
"V386","500","7",44,0.0125200748443604
"V396","500","7",56,0.0121309757232666
"V406","500","7",64,0.011476993560791
"V4110","500","7",60,0.0113229751586914
"V426","500","7",44,0.0334749221801758
"V436","500","7",47,0.0173909664154053
"V446","500","7",41,0.00897502899169922
"V456","500","7",64,0.0102999210357666
"V466","500","7",74,0.0251259803771973
"V476","500","7",70,0.0173969268798828
"V486","500","7",41,0.0136749744415283
"V496","500","7",25,0.0141408443450928
"V506","500","7",59,0.0138120651245117
"V5110","500","7",47,0.0160148143768311
"V526","500","7",50,0.0154330730438232
"V536","500","7",43,0.014503002166748
"V546","500","7",67,0.0161118507385254
"V556","500","7",68,0.0131850242614746
"V566","500","7",59,0.0173969268798828
"V576","500","7",64,0.0155251026153564
"V586","500","7",54,0.014481782913208
"V596","500","7",67,0.0147490501403809
"V606","500","7",47,0.0150158405303955
"V6110","500","7",55,0.0166001319885254
"V626","500","7",56,0.0144040584564209
"V636","500","7",68,0.0128657817840576
"V646","500","7",46,0.0122189521789551
"V656","500","7",54,0.00780510902404785
"V666","500","7",49,0.00898885726928711
"V676","500","7",51,0.00822186470031738
"V686","500","7",44,0.0130219459533691
"V696","500","7",68,0.0114400386810303
"V706","500","7",36,0.0119771957397461
"V7110","500","7",56,0.0160419940948486
"V726","500","7",60,0.00999188423156738
"V736","500","7",37,0.0103800296783447
"V746","500","7",38,0.0118310451507568
"V756","500","7",81,0.00972509384155273
"V766","500","7",60,0.0117921829223633
"V776","500","7",37,0.0108001232147217
"V786","500","7",52,0.0102770328521729
"V796","500","7",39,0.0127170085906982
"V806","500","7",45,0.0102150440216064
"V8110","500","7",47,0.0105581283569336
"V826","500","7",35,0.0385880470275879
"V836","500","7",69,0.0140211582183838
"V846","500","7",42,0.01509690284729
"V856","500","7",62,0.0158421993255615
"V866","500","7",40,0.01369309425354
"V876","500","7",50,0.0144259929656982
"V886","500","7",67,0.0130248069763184
"V896","500","7",52,0.014998197555542
"V906","500","7",55,0.0130889415740967
"V9110","500","7",46,0.0148458480834961
"V926","500","7",57,0.0153570175170898
"V936","500","7",54,0.0129258632659912
"V946","500","7",68,0.0146210193634033
"V956","500","7",72,0.0126569271087646
"V966","500","7",34,0.0150070190429688
"V976","500","7",64,0.0153849124908447
"V986","500","7",51,0.0142068862915039
"V996","500","7",41,0.014639139175415
"V1006","500","7",46,0.0129420757293701
"V127","500","8",58,0.0172460079193115
"V227","500","8",53,0.0165829658508301
"V327","500","8",38,0.0166020393371582
"V427","500","8",68,0.0182299613952637
"V527","500","8",63,0.0181691646575928
"V627","500","8",93,0.0305368900299072
"V727","500","8",53,0.0172441005706787
"V827","500","8",48,0.0154731273651123
"V927","500","8",47,0.0222680568695068
"V107","500","8",29,0.0149309635162354
"V1111","500","8",72,0.0152950286865234
"V128","500","8",51,0.0225081443786621
"V137","500","8",40,0.0123012065887451
"V147","500","8",44,0.0146470069885254
"V157","500","8",55,0.00927400588989258
"V167","500","8",54,0.00948500633239746
"V177","500","8",50,0.0134320259094238
"V187","500","8",51,0.021198034286499
"V197","500","8",58,0.027534008026123
"V207","500","8",71,0.0389931201934814
"V2111","500","8",53,0.0187180042266846
"V228","500","8",54,0.0185518264770508
"V237","500","8",66,0.0131509304046631
"V247","500","8",59,0.0155289173126221
"V257","500","8",75,0.0156922340393066
"V267","500","8",29,0.0180649757385254
"V277","500","8",49,0.0213890075683594
"V287","500","8",69,0.0202369689941406
"V297","500","8",41,0.0228931903839111
"V307","500","8",56,0.0190901756286621
"V3111","500","8",69,0.0275828838348389
"V328","500","8",67,0.0153598785400391
"V337","500","8",45,0.0189659595489502
"V347","500","8",60,0.0161221027374268
"V357","500","8",56,0.0157270431518555
"V367","500","8",61,0.0161099433898926
